business_code,cust_number,name_customer,due_in_date,total_open_amount,isOpen,due_day,due_month,document_create_date_day,document_create_date_month,clear_date_day,clear_date_month,due_week_day,clear_week_day,delay_day,delay_month,payment_term_new
1,890,1620,2019-12-23,32191.08,0,23,12,7,12,24.0,12.0,0,1.0,1.0,0.0,98
1,630,101,2019-10-28,132673.97,0,28,10,12,10,28.0,10.0,0,0.0,0.0,0.0,98
1,929,651,2020-05-16,88393.6,1,16,5,30,4,,,5,,,,98
1,908,4064,2019-12-27,33934.24,0,27,12,12,12,24.0,12.0,4,1.0,-3.0,0.0,234
1,908,4072,2019-08-09,4474.85,0,9,8,25,7,8.0,5.0,4,2.0,-93.0,-3.0,234
1,806,430,2020-02-28,231.1,0,28,2,13,2,3.0,2.0,4,0.0,-25.0,0.0,98
0,409,3490,2019-07-15,108634.33499999999,0,15,7,4,7,24.0,7.0,0,2.0,9.0,0.0,310
0,405,2306,2019-05-03,6694.799999999999,0,3,5,16,4,5.0,3.0,4,1.0,-59.0,-2.0,310
1,908,4066,2019-04-23,11837.34,0,23,4,8,4,18.0,4.0,1,3.0,-5.0,0.0,234
1,936,2543,2019-10-17,3308.87,0,17,10,2,10,18.0,10.0,3,4.0,1.0,0.0,98
1,891,575,2019-12-07,33559.22,0,7,12,21,11,12.0,10.0,5,5.0,-56.0,-2.0,156
1,95,3686,2019-12-07,24783.63,0,7,12,22,11,12.0,11.0,5,1.0,-25.0,-1.0,98
1,755,1381,2020-04-07,54911.31,1,7,4,23,3,,,1,,,,98
1,935,469,2019-08-16,99160.53,0,16,8,1,8,19.0,8.0,4,0.0,3.0,0.0,98
1,908,4066,2020-05-24,10492.02,1,24,5,8,5,,,6,,,,234
1,908,4065,2020-02-08,50919.34,0,8,2,22,1,2.0,4.0,5,3.0,54.0,2.0,234
1,908,4067,2020-04-26,22963.52,1,26,4,11,4,,,6,,,,234
1,908,4062,2020-03-09,7053.17,0,9,3,22,2,3.0,5.0,0,6.0,55.0,2.0,234
1,908,4070,2019-12-12,39.73,0,12,12,26,11,12.0,12.0,3,3.0,0.0,0.0,234
1,485,982,2019-10-24,70.8,0,24,10,4,10,16.0,10.0,3,2.0,-8.0,0.0,244
1,753,4039,2019-08-24,43115.69,0,24,8,8,8,26.0,8.0,5,0.0,2.0,0.0,98
1,908,4072,2019-10-20,2336.0,0,20,10,4,10,24.0,10.0,6,3.0,4.0,0.0,234
0,396,3502,2019-11-14,150901.755,0,14,11,25,10,18.0,11.0,3,0.0,4.0,0.0,310
0,469,4055,2019-10-19,23116.4175,0,19,10,8,10,28.0,10.0,5,0.0,9.0,0.0,310
1,703,992,2020-02-11,4622.76,0,11,2,12,2,24.0,2.0,1,0.0,13.0,0.0,242
1,908,4063,2020-01-28,561.34,0,28,1,9,1,25.0,3.0,1,2.0,57.0,2.0,234
1,796,2903,2019-07-11,40563.84,0,11,7,26,6,7.0,11.0,3,3.0,119.0,4.0,98
1,908,4066,2019-09-13,1558.14,0,13,9,27,8,9.0,9.0,4,0.0,-4.0,0.0,234
1,908,4070,2020-02-24,949.45,0,24,2,6,2,19.0,2.0,0,2.0,-5.0,0.0,234
1,19,331,2019-08-20,1478.4,0,20,8,5,8,19.0,8.0,1,0.0,-1.0,0.0,98
1,757,1120,2020-02-20,19553.08,0,20,2,31,1,18.0,2.0,3,1.0,-2.0,0.0,201
1,885,3264,2019-08-06,48646.07,0,6,8,21,7,8.0,7.0,1,0.0,-29.0,-1.0,234
1,870,2177,2019-07-06,79973.35,0,6,7,22,6,7.0,8.0,5,2.0,32.0,1.0,98
1,891,575,2020-05-05,24189.93,1,5,5,18,4,,,1,,,,156
1,908,4066,2020-04-13,59.61,1,13,4,28,3,,,0,,,,234
1,717,1077,2019-05-01,7508.52,0,1,5,10,4,5.0,7.0,2,4.0,65.0,2.0,98
1,1051,3619,2019-10-28,608.85,0,28,10,13,10,30.0,10.0,0,2.0,2.0,0.0,98
1,11,1097,2019-03-15,3409.99,0,15,3,23,2,15.0,3.0,4,4.0,0.0,0.0,98
0,405,2300,2019-07-18,105516.1425,0,18,7,3,7,19.0,7.0,3,4.0,1.0,0.0,310
1,936,2545,2020-04-14,14577.19,1,14,4,30,3,,,1,,,,98
1,761,2094,2019-08-04,17474.03,0,4,8,18,7,8.0,5.0,6,2.0,-88.0,-3.0,98
1,859,3335,2019-05-02,5672.61,0,2,5,26,2,30.0,5.0,3,3.0,28.0,0.0,220
1,618,2251,2020-04-25,52901.64,1,25,4,24,3,,,5,,,,205
1,300,312,2019-06-22,750.32,0,22,6,7,6,29.0,6.0,5,5.0,7.0,0.0,98
1,891,584,2019-06-28,24823.34,0,28,6,11,6,27.0,6.0,4,3.0,-1.0,0.0,156
1,940,2007,2019-07-25,284.01,0,25,7,10,7,30.0,7.0,3,1.0,5.0,0.0,98
1,806,427,2019-02-22,16175.3,0,22,2,5,2,22.0,2.0,4,4.0,0.0,0.0,98
1,908,4065,2019-12-23,41472.23,0,23,12,8,12,20.0,12.0,0,4.0,-3.0,0.0,234
1,934,1329,2019-05-24,14780.25,0,24,5,9,5,24.0,5.0,4,4.0,0.0,0.0,98
1,761,2092,2020-03-22,74076.3,1,22,3,5,3,,,6,,,,98
1,757,1123,2019-09-05,7206.39,0,5,9,2,8,9.0,3.0,3,5.0,-180.0,-6.0,100
1,885,3270,2020-03-16,14479.51,1,16,3,2,3,,,0,,,,234
1,885,3269,2020-04-08,8510.4,0,8,4,1,2,4.0,9.0,2,4.0,149.0,5.0,220
1,580,3376,2019-05-22,168767.12,0,22,5,6,5,22.0,5.0,2,2.0,0.0,0.0,98
1,914,251,2019-11-07,179956.49,0,7,11,22,10,11.0,7.0,3,3.0,-119.0,-4.0,355
1,806,435,2019-09-01,360.78,0,1,9,20,8,9.0,3.0,6,5.0,-176.0,-6.0,98
1,908,4064,2020-01-31,20752.7,0,31,1,14,1,27.0,1.0,4,0.0,-4.0,0.0,234
1,908,4065,2019-07-27,9129.89,0,27,7,11,7,23.0,7.0,5,1.0,-4.0,0.0,234
1,908,4064,2019-11-29,98.88,0,29,11,13,11,12.0,2.0,4,1.0,-290.0,-9.0,234
0,405,2305,2019-10-27,48410.7825,0,27,10,16,10,25.0,10.0,6,4.0,-2.0,0.0,310
1,908,4064,2019-10-27,35997.44,0,27,10,10,10,22.0,10.0,6,1.0,-5.0,0.0,234
1,891,577,2019-08-28,9779.85,0,28,8,11,8,28.0,8.0,2,2.0,0.0,0.0,156
1,80,2876,2020-05-12,15090.34,1,12,5,6,4,,,1,,,,212
1,751,3092,2019-09-12,17448.33,0,12,9,27,8,9.0,12.0,3,0.0,88.0,3.0,98
1,914,256,2019-02-06,1248.29,0,6,2,22,1,2.0,6.0,2,6.0,116.0,4.0,355
1,908,4064,2019-08-27,58636.49,0,27,8,11,8,22.0,8.0,1,3.0,-5.0,0.0,234
1,945,3673,2019-03-04,8138.34,0,4,3,7,2,3.0,5.0,0,4.0,60.0,2.0,201
1,813,3268,2019-09-11,5257.96,0,11,9,27,8,9.0,12.0,2,0.0,89.0,3.0,98
1,742,3944,2019-09-25,53106.52,0,25,9,10,9,24.0,9.0,2,1.0,-1.0,0.0,98
1,908,4064,2019-05-13,50781.98,0,13,5,27,4,5.0,9.0,0,3.0,115.0,4.0,234
1,878,3139,2020-02-27,23927.35,0,27,2,11,2,27.0,2.0,3,3.0,0.0,0.0,98
1,908,4062,2019-03-27,724.95,0,27,3,9,3,4.0,1.0,2,4.0,-82.0,-2.0,234
1,908,4065,2019-10-03,8949.7,0,3,10,16,9,30.0,9.0,3,0.0,-3.0,-1.0,234
1,908,4064,2020-04-21,40758.47,1,21,4,6,4,,,1,,,,234
1,852,3781,2019-09-15,6230.92,0,15,9,30,8,17.0,9.0,6,1.0,2.0,0.0,98
0,405,2300,2020-04-19,30829.350000000002,1,19,4,31,3,,,6,,,,310
1,908,4068,2019-11-30,471.56,0,30,11,15,11,26.0,11.0,5,1.0,-4.0,0.0,234
1,908,4063,2020-05-18,1991.84,1,18,5,2,5,,,0,,,,234
1,947,2906,2019-05-03,49251.76,0,3,5,17,4,30.0,4.0,4,1.0,-3.0,-1.0,98
1,942,1545,2019-12-01,99850.45,0,1,12,30,10,12.0,3.0,6,1.0,-264.0,-9.0,832
1,908,4071,2020-01-18,23570.57,0,18,1,2,1,21.0,1.0,5,1.0,3.0,0.0,234
1,811,2182,2019-11-22,44020.59,0,22,11,6,11,22.0,11.0,4,4.0,0.0,0.0,98
1,908,4068,2019-08-11,65713.08,0,11,8,26,7,8.0,6.0,6,5.0,-64.0,-2.0,234
1,632,980,2019-12-24,106.2,0,24,12,4,12,16.0,12.0,1,0.0,-8.0,0.0,244
1,806,430,2019-02-15,2469.61,0,15,2,31,1,15.0,2.0,4,4.0,0.0,0.0,98
1,908,4062,2019-12-10,60599.25,0,10,12,26,11,16.0,12.0,1,0.0,6.0,0.0,234
1,987,1798,2019-07-17,55023.14,0,17,7,2,7,18.0,7.0,2,3.0,1.0,0.0,98
1,908,4064,2020-03-25,15180.73,1,25,3,10,3,,,2,,,,234
0,392,3320,2020-04-27,74701.47,1,27,4,16,4,,,0,,,,310
5,1092,2112,2019-06-16,8327.49,0,16,6,2,5,24.0,7.0,6,2.0,38.0,1.0,440
1,986,852,2020-01-23,12489.97,0,23,1,7,1,22.0,1.0,3,2.0,-1.0,0.0,110
1,633,132,2020-03-11,2817.5,0,11,3,22,2,3.0,11.0,2,1.0,237.0,8.0,98
1,633,131,2019-05-14,539.67,0,14,5,26,4,16.0,5.0,1,3.0,2.0,0.0,98
1,674,2172,2020-02-06,233360.37,0,6,2,21,1,2.0,6.0,3,1.0,117.0,4.0,98
1,890,1624,2019-07-11,24237.22,0,11,7,26,6,7.0,10.0,3,0.0,88.0,3.0,98
1,914,257,2019-03-31,43098.46,0,31,3,16,3,4.0,1.0,6,4.0,-86.0,-2.0,355
1,908,4065,2019-05-12,15681.89,0,12,5,26,4,5.0,7.0,6,4.0,54.0,2.0,234
1,908,4068,2020-01-15,55909.06,0,15,1,31,12,13.0,1.0,2,0.0,-2.0,0.0,234
1,1051,3622,2019-05-02,364.83,0,2,5,18,4,5.0,3.0,3,1.0,-58.0,-2.0,98
1,942,1542,2019-08-08,36148.73,0,8,8,24,7,8.0,6.0,3,5.0,-61.0,-2.0,98
1,908,4068,2019-07-28,54951.82,0,28,7,12,7,23.0,7.0,6,1.0,-5.0,0.0,234
0,84,3244,2019-07-11,947.7375000000001,0,11,7,30,6,7.0,12.0,3,5.0,149.0,5.0,310
1,1095,2114,2019-09-19,15561.0,0,19,9,14,8,27.0,9.0,3,4.0,8.0,0.0,212
1,908,4065,2019-11-05,1898.2,0,5,11,22,10,11.0,4.0,1,3.0,-208.0,-7.0,234
0,409,3491,2020-02-22,71496.77249999999,0,22,2,10,2,27.0,2.0,5,3.0,5.0,0.0,310
1,908,4066,2019-03-10,3307.41,0,10,3,24,2,3.0,6.0,6,0.0,85.0,3.0,234
0,405,2298,2019-02-15,4636.3125,0,15,2,1,2,15.0,2.0,4,4.0,0.0,0.0,310
1,1098,2129,2019-04-20,1477.45,0,20,4,16,4,31.0,5.0,5,4.0,41.0,1.0,532
5,1088,1720,2020-03-06,17497.75,0,6,3,21,1,16.0,4.0,4,3.0,41.0,1.0,440
1,782,3711,2019-08-16,699.36,0,16,8,15,7,15.0,7.0,4,0.0,-32.0,-1.0,832
1,887,2045,2019-08-31,2889.43,0,31,8,13,8,30.0,8.0,5,4.0,-1.0,0.0,98
1,183,1472,2020-04-11,2429.51,0,11,4,6,2,27.0,2.0,5,3.0,-44.0,-2.0,220
1,936,2543,2019-06-12,45684.24,0,12,6,27,5,6.0,12.0,2,4.0,177.0,6.0,98
1,955,1234,2020-03-17,13416.53,1,17,3,2,3,,,1,,,,156
1,806,432,2019-10-10,775.38,0,10,10,24,9,10.0,10.0,3,3.0,0.0,0.0,98
1,899,3694,2019-01-19,46209.73,0,19,1,2,1,22.0,1.0,5,1.0,3.0,0.0,98
1,757,1123,2019-04-18,58001.29,0,18,4,14,3,4.0,1.0,3,4.0,-104.0,-3.0,100
1,891,582,2019-06-13,25078.85,0,13,6,26,5,13.0,6.0,3,3.0,0.0,0.0,156
1,908,4065,2020-04-16,17748.44,1,16,4,1,4,,,3,,,,234
1,908,4072,2019-08-01,39447.29,0,1,8,16,7,29.0,7.0,3,0.0,-3.0,-1.0,234
1,742,3943,2019-12-04,20293.01,0,4,12,19,11,12.0,6.0,2,2.0,-175.0,-6.0,98
1,1069,3178,2020-02-26,1472.5,0,26,2,11,2,26.0,2.0,2,2.0,0.0,0.0,98
1,908,4066,2019-05-24,1414.68,0,24,5,9,5,21.0,5.0,4,1.0,-3.0,0.0,234
1,908,4063,2020-03-20,47265.39,1,20,3,5,3,,,4,,,,234
1,908,4070,2019-06-07,1328.25,0,7,6,23,5,6.0,3.0,4,2.0,-93.0,-3.0,234
1,908,4065,2019-07-09,5962.93,0,9,7,22,6,7.0,5.0,1,1.0,-63.0,-2.0,234
1,806,430,2019-12-03,597.52,0,3,12,19,11,12.0,3.0,1,1.0,-266.0,-9.0,98
1,649,3839,2019-08-14,4443.7,0,14,8,24,7,14.0,8.0,2,2.0,0.0,0.0,98
1,127,2717,2019-10-24,13621.3,0,24,10,2,10,10.0,11.0,3,6.0,17.0,1.0,98
0,441,1554,2020-04-04,4378.0875,1,4,4,21,3,,,5,,,,310
1,908,4070,2019-02-14,7597.16,0,14,2,29,1,2.0,11.0,3,5.0,261.0,9.0,234
1,1095,2116,2019-03-16,16755.0,0,16,3,7,2,29.0,3.0,5,4.0,13.0,0.0,212
1,851,3569,2019-02-28,18817.78,0,28,2,13,2,28.0,2.0,3,3.0,0.0,0.0,98
1,908,4071,2019-08-15,19335.02,0,15,8,31,7,8.0,12.0,3,6.0,115.0,4.0,234
1,633,127,2020-05-07,100.8,1,7,5,29,2,,,3,,,,220
1,984,2357,2019-06-04,57919.48,0,4,6,20,5,6.0,3.0,1,2.0,-90.0,-3.0,98
1,832,78,2019-07-14,25946.56,0,14,7,28,6,7.0,11.0,6,3.0,116.0,4.0,98
1,908,4063,2019-04-21,4088.45,0,21,4,6,4,17.0,4.0,6,2.0,-4.0,0.0,234
1,891,583,2019-12-25,143700.65,0,25,12,11,12,26.0,12.0,2,3.0,1.0,0.0,156
1,852,3777,2019-08-30,8481.2,0,30,8,14,8,9.0,3.0,4,5.0,-174.0,-5.0,98
1,760,4138,2019-10-15,109745.95,0,15,10,28,9,16.0,10.0,1,2.0,1.0,0.0,98
1,509,1638,2019-11-24,41.45,0,24,11,10,9,24.0,9.0,6,1.0,-61.0,-2.0,500
1,908,4065,2020-02-23,39603.13,0,23,2,7,2,19.0,2.0,6,2.0,-4.0,0.0,234
5,1091,1720,2019-08-12,18122.84,0,12,8,28,6,13.0,8.0,0,1.0,1.0,0.0,440
1,908,4063,2020-03-30,1898.9,1,30,3,14,3,,,0,,,,234
1,887,2039,2019-03-01,5749.38,0,1,3,11,2,3.0,1.0,4,3.0,-57.0,-2.0,98
0,469,4053,2019-08-23,70699.095,0,23,8,13,8,29.0,8.0,4,3.0,6.0,0.0,310
1,908,4064,2019-03-31,2805.52,0,31,3,15,3,28.0,3.0,6,3.0,-3.0,0.0,234
1,1001,978,2019-01-24,3197.46,0,24,1,8,1,15.0,1.0,3,1.0,-9.0,0.0,244
1,760,4137,2020-02-22,14261.76,0,22,2,5,2,24.0,2.0,5,0.0,2.0,0.0,98
1,908,4067,2019-01-14,12438.82,0,14,1,29,12,1.0,9.0,0,6.0,230.0,8.0,234
0,409,3487,2019-09-22,112361.07749999998,0,22,9,10,9,26.0,9.0,6,3.0,4.0,0.0,310
1,897,3705,2019-08-12,13316.91,0,12,8,23,7,13.0,8.0,0,1.0,1.0,0.0,201
1,867,84,2020-05-08,80040.39,1,8,5,22,4,,,4,,,,98
1,891,578,2019-09-27,142285.04,0,27,9,12,9,27.0,9.0,4,4.0,0.0,0.0,156
1,132,1011,2019-12-27,110904.03,0,27,12,13,12,31.0,12.0,4,1.0,4.0,0.0,98
1,806,434,2019-05-13,207.66,0,13,5,30,4,16.0,5.0,0,3.0,3.0,0.0,98
1,976,3904,2019-03-26,26205.39,0,26,3,11,3,26.0,3.0,1,1.0,0.0,0.0,98
1,526,2867,2019-08-26,6982.37,0,26,8,22,7,27.0,8.0,0,1.0,1.0,0.0,832
0,431,1113,2020-02-16,46957.425,0,16,2,3,2,20.0,2.0,6,3.0,4.0,0.0,310
1,913,3283,2019-04-30,82371.26,0,30,4,13,4,5.0,2.0,1,1.0,-84.0,-2.0,98
1,761,2098,2020-04-10,128537.32,1,10,4,24,3,,,4,,,,98
1,908,4063,2019-06-28,57809.49,0,28,6,13,6,7.0,1.0,4,0.0,-172.0,-5.0,234
1,908,4068,2019-07-20,17607.27,0,20,7,4,7,16.0,7.0,5,1.0,-4.0,0.0,234
1,986,848,2020-02-10,46223.57,0,10,2,23,1,2.0,10.0,0,4.0,235.0,8.0,110
1,870,2180,2019-11-07,46369.73,0,7,11,23,10,11.0,7.0,3,3.0,-119.0,-4.0,98
1,836,2785,2019-02-11,43564.09,0,11,2,27,1,2.0,11.0,0,5.0,264.0,9.0,98
1,1095,2117,2019-05-18,21500.78,0,18,5,11,4,8.0,2.0,5,4.0,-99.0,-3.0,212
1,150,2653,2019-05-20,75527.55,0,20,5,22,3,6.0,3.0,0,2.0,-75.0,-2.0,156
1,1031,101,2020-04-24,3008.7,1,24,4,13,4,,,4,,,,98
0,441,1549,2019-11-23,36868.3275,0,23,11,11,11,25.0,11.0,5,0.0,2.0,0.0,310
1,908,4071,2019-07-31,44527.22,0,31,7,15,7,26.0,7.0,2,4.0,-5.0,0.0,234
1,908,4070,2019-05-02,23362.38,0,2,5,15,4,5.0,7.0,3,4.0,64.0,2.0,234
1,908,4068,2019-06-27,12241.99,0,27,6,12,6,7.0,1.0,3,0.0,-171.0,-5.0,234
1,908,4069,2019-08-04,66206.62,0,4,8,18,7,8.0,6.0,6,5.0,-57.0,-2.0,234
1,764,3056,2019-05-05,65882.47,0,5,5,20,4,5.0,6.0,6,2.0,31.0,1.0,98
1,1038,3742,2019-10-06,178.7,0,6,10,18,9,10.0,7.0,6,2.0,-88.0,-3.0,98
1,780,3696,2019-04-07,6530.36,0,7,4,21,3,4.0,8.0,6,6.0,119.0,4.0,98
1,908,4063,2019-01-18,27555.44,0,18,1,3,1,14.0,1.0,4,0.0,-4.0,0.0,234
1,1069,3177,2019-06-27,2804.07,0,27,6,12,6,27.0,6.0,3,3.0,0.0,0.0,98
1,986,843,2019-06-18,31657.77,0,18,6,3,6,26.0,6.0,1,2.0,8.0,0.0,110
1,540,1087,2020-04-17,16065.18,1,17,4,2,4,,,4,,,,98
1,899,3700,2019-09-21,2214.45,0,21,9,5,9,18.0,9.0,5,2.0,-3.0,0.0,98
1,852,3782,2019-01-18,24942.41,0,18,1,4,1,22.0,1.0,4,1.0,4.0,0.0,98
1,908,4070,2019-08-11,13170.52,0,11,8,27,7,21.0,8.0,6,2.0,10.0,0.0,234
1,132,1009,2019-09-17,87182.7,0,17,9,2,9,17.0,9.0,1,1.0,0.0,0.0,98
1,914,252,2019-07-03,4917.41,0,3,7,18,6,7.0,3.0,2,3.0,-118.0,-4.0,355
1,976,3910,2019-08-02,23995.32,0,2,8,18,7,8.0,5.0,4,2.0,-86.0,-3.0,98
1,847,2182,2019-08-20,46040.66,0,20,8,4,8,20.0,8.0,1,1.0,0.0,0.0,98
1,942,1537,2019-09-03,34165.6,0,3,9,9,8,9.0,4.0,1,1.0,-147.0,-5.0,201
1,914,250,2019-01-17,19520.3,0,17,1,2,1,17.0,1.0,3,3.0,0.0,0.0,355
1,780,3696,2019-02-08,3105.77,0,8,2,24,1,2.0,11.0,4,5.0,267.0,9.0,98
1,908,4069,2020-05-03,1898.2,1,3,5,17,4,,,6,,,,234
1,908,4070,2019-08-11,22289.31,0,11,8,26,7,13.0,8.0,6,1.0,2.0,0.0,234
1,1032,853,2019-07-04,32637.6,0,4,7,16,6,7.0,8.0,3,2.0,34.0,1.0,98
1,908,4072,2020-05-27,28915.44,1,27,5,12,5,,,2,,,,234
1,806,431,2019-02-19,126.24,0,19,2,2,2,20.0,2.0,1,2.0,1.0,0.0,98
1,1043,102,2020-03-20,74615.81,1,20,3,5,3,,,4,,,,98
1,879,298,2020-05-20,9167.0,1,20,5,4,5,,,2,,,,98
1,908,4068,2020-05-13,837.42,1,13,5,28,4,,,2,,,,234
1,633,126,2020-04-28,37016.34,1,28,4,14,4,,,1,,,,98
1,556,369,2019-11-03,56057.6,0,3,11,23,9,11.0,12.0,6,2.0,38.0,1.0,204
1,764,3049,2019-07-30,18098.65,0,30,7,16,7,30.0,7.0,1,1.0,0.0,0.0,98
0,469,4057,2020-03-24,42589.515,1,24,3,14,3,,,1,,,,310
1,908,4071,2020-04-09,11274.05,1,9,4,23,3,,,3,,,,234
1,908,4071,2019-04-22,28222.28,0,22,4,6,4,17.0,4.0,0,2.0,-5.0,0.0,234
1,870,2181,2019-09-02,71384.67,0,2,9,17,8,9.0,3.0,0,5.0,-177.0,-6.0,98
1,883,2898,2019-03-06,40198.44,0,6,3,19,2,3.0,4.0,2,2.0,28.0,1.0,98
1,908,4064,2020-04-13,77.86,1,13,4,29,3,,,0,,,,234
1,132,1015,2019-05-17,1952.03,0,17,5,11,3,17.0,5.0,4,4.0,0.0,0.0,220
1,896,1448,2019-11-19,144210.15,0,19,11,3,11,19.0,11.0,1,1.0,0.0,0.0,98
1,885,3270,2020-04-20,1063.8,0,20,4,14,2,21.0,4.0,0,1.0,1.0,0.0,220
1,761,2089,2019-04-02,53987.07,0,2,4,18,3,4.0,2.0,1,0.0,-57.0,-2.0,98
1,908,4068,2019-06-15,11898.93,0,15,6,30,5,6.0,12.0,5,4.0,174.0,6.0,234
1,1001,978,2020-02-24,877.83,0,24,2,8,2,14.0,2.0,0,4.0,-10.0,0.0,244
1,806,426,2019-08-13,262.05,0,13,8,29,7,13.0,8.0,1,1.0,0.0,0.0,98
1,564,994,2019-05-11,18697.11,0,11,5,7,5,5.0,9.0,5,3.0,117.0,4.0,242
0,396,3495,2019-02-14,60326.729999999996,0,14,2,26,1,19.0,2.0,3,1.0,5.0,0.0,310
1,914,255,2019-07-31,77683.91,0,31,7,16,7,31.0,7.0,2,2.0,0.0,0.0,355
1,926,2690,2020-03-29,843.66,1,29,3,12,3,,,6,,,,98
1,600,990,2019-04-11,4486.86,0,11,4,4,4,4.0,12.0,3,2.0,237.0,8.0,242
1,885,3265,2020-05-03,3193.32,1,3,5,17,4,,,6,,,,234
1,836,2785,2019-12-08,33167.36,0,8,12,23,11,12.0,6.0,6,2.0,-179.0,-6.0,98
1,908,4069,2019-08-09,56316.22,0,9,8,25,7,8.0,6.0,4,5.0,-62.0,-2.0,234
1,997,3917,2020-03-15,76412.62,1,15,3,29,2,,,6,,,,98
1,908,4067,2019-01-14,38186.66,0,14,1,30,12,1.0,10.0,0,1.0,260.0,9.0,234
0,166,3549,2019-07-18,5789.25,0,18,7,6,7,16.0,7.0,3,1.0,-2.0,0.0,310
1,891,584,2019-08-15,1888.01,0,15,8,30,7,15.0,8.0,3,3.0,0.0,0.0,156
1,908,4068,2020-05-03,19429.13,1,3,5,17,4,,,6,,,,234
1,757,1123,2019-06-03,23888.12,0,3,6,19,5,6.0,3.0,0,2.0,-89.0,-3.0,98
1,908,4066,2019-10-01,20168.57,0,1,10,15,9,27.0,9.0,1,4.0,-4.0,-1.0,234
1,764,3047,2019-07-21,20605.93,0,21,7,6,7,22.0,7.0,6,0.0,1.0,0.0,98
1,633,131,2020-03-10,31098.8,0,10,3,23,2,3.0,9.0,1,3.0,177.0,6.0,98
1,942,1546,2019-02-16,39576.8,0,16,2,15,1,20.0,2.0,5,2.0,4.0,0.0,832
1,132,1015,2020-02-20,85758.86,0,20,2,4,2,24.0,2.0,3,0.0,4.0,0.0,98
1,859,3326,2019-12-11,149904.8,0,11,12,26,11,12.0,12.0,2,3.0,1.0,0.0,98
1,653,3455,2019-12-21,168118.31,0,21,12,5,12,23.0,12.0,5,0.0,2.0,0.0,98
1,653,3461,2019-02-24,57510.08,0,24,2,9,2,25.0,2.0,6,0.0,1.0,0.0,98
1,885,3264,2019-07-24,41839.06,0,24,7,9,7,25.0,7.0,2,3.0,1.0,0.0,234
1,721,2904,2019-03-30,17665.17,0,30,3,10,3,21.0,3.0,5,3.0,-9.0,0.0,98
1,908,4070,2020-03-30,14624.18,1,30,3,16,3,,,0,,,,234
1,908,4072,2020-05-25,6532.6,1,25,5,9,5,,,0,,,,234
1,908,4071,2019-08-23,5499.98,0,23,8,6,8,19.0,8.0,4,0.0,-4.0,0.0,234
1,832,77,2019-10-27,68478.0,0,27,10,11,10,25.0,10.0,6,4.0,-2.0,0.0,98
1,977,2534,2019-03-12,1646.77,0,12,3,25,2,3.0,11.0,1,6.0,236.0,8.0,98
1,806,434,2019-02-23,277.49,0,23,2,7,2,25.0,2.0,5,0.0,2.0,0.0,98
1,908,4062,2019-04-04,50664.15,0,4,4,19,3,4.0,5.0,3,5.0,30.0,1.0,234
1,936,2550,2019-06-12,41888.68,0,12,6,29,5,14.0,6.0,2,4.0,2.0,0.0,98
1,986,844,2019-12-28,88125.11,0,28,12,12,12,27.0,12.0,5,4.0,-1.0,0.0,110
1,891,584,2020-04-15,65168.73,1,15,4,30,3,,,2,,,,156
1,764,3050,2020-03-15,53191.01,1,15,3,29,2,,,6,,,,98
1,763,3448,2020-04-10,17074.19,1,10,4,27,3,,,4,,,,98
1,908,4070,2020-02-23,37732.48,0,23,2,8,2,18.0,2.0,6,1.0,-5.0,0.0,234
1,908,4065,2019-03-11,55078.01,0,11,3,24,2,3.0,8.0,0,5.0,145.0,5.0,234
1,109,2756,2019-02-15,3529.44,0,15,2,24,1,20.0,2.0,4,2.0,5.0,0.0,98
1,942,1538,2020-02-18,44336.04,0,18,2,1,2,19.0,2.0,1,2.0,1.0,0.0,98
1,757,1128,2019-03-10,16707.61,0,10,3,6,2,26.0,2.0,6,1.0,-12.0,-1.0,832
1,828,1768,2019-12-18,32195.53,0,18,12,2,12,16.0,12.0,2,0.0,-2.0,0.0,98
1,891,585,2020-05-07,39218.4,1,7,5,23,4,,,3,,,,156
1,519,914,2019-03-28,14328.88,0,28,3,4,3,4.0,1.0,3,4.0,-83.0,-2.0,98
1,983,3620,2019-11-01,61752.5,0,1,11,27,8,11.0,6.0,4,1.0,-143.0,-5.0,220
1,633,128,2019-06-21,666.1,0,21,6,4,6,21.0,6.0,4,4.0,0.0,0.0,98
0,405,2297,2020-05-14,94004.27249999999,1,14,5,29,4,,,3,,,,310
1,600,998,2019-07-09,22551.78,0,9,7,20,6,7.0,1.0,1,0.0,-183.0,-6.0,244
1,908,4066,2020-04-16,4821.77,1,16,4,1,4,,,3,,,,234
1,908,4065,2020-03-26,1322.22,1,26,3,10,3,,,3,,,,234
1,908,4069,2020-01-31,37310.72,0,31,1,16,1,28.0,1.0,4,1.0,-3.0,0.0,234
1,908,4062,2019-09-22,490.32,0,22,9,5,9,30.0,10.0,6,2.0,38.0,1.0,234
0,441,1553,2019-08-23,5987.025,0,23,8,9,8,23.0,8.0,4,4.0,0.0,0.0,310
1,913,3278,2020-02-28,52629.36,0,28,2,12,2,28.0,2.0,4,4.0,0.0,0.0,98
1,908,4071,2019-12-26,9436.25,0,26,12,12,12,23.0,12.0,3,0.0,-3.0,0.0,234
1,901,2386,2019-03-09,14420.4,0,9,3,25,2,27.0,3.0,5,2.0,18.0,0.0,810
1,908,4063,2020-02-15,15027.72,0,15,2,28,1,18.0,2.0,5,1.0,3.0,0.0,234
